[00:00.000 --> 00:04.000]  Komfortowa temperatura dla Ciebie.
[01:10:14.360 --> 01:10:16.360]  sobie tu najlepiej.
[01:10:16.360 --> 01:10:18.360]  Jest blisko luter.
[01:10:18.360 --> 01:10:20.360]  Aha.
[01:10:20.360 --> 01:10:22.360]  Close to the luter.
[01:10:22.360 --> 01:10:24.360]  Tak.
[01:10:24.360 --> 01:10:26.360]  Tak.
[01:10:32.360 --> 01:10:34.360]  Proszę.
[01:10:36.360 --> 01:10:38.360]  Proszę.
[01:11:06.360 --> 01:11:10.360]  Prarde,
[01:11:10.360 --> 01:11:12.360]  imagine,
[01:11:12.360 --> 01:11:18.360]  czy pom nie mielette.
[01:11:18.360 --> 01:11:20.360]  Co to już ma naора,
[01:11:20.360 --> 01:11:22.360]  a aktualne,
[01:11:22.360 --> 01:11:24.360]  jak wejdziemy dalej naza Может jarrio,
[01:11:24.360 --> 01:11:26.360]  ale tam taj marksة,
[01:11:26.360 --> 01:11:28.360]  udostępnia się również i
[01:11:28.360 --> 01:11:30.360]  w istocie znane.
[01:11:30.360 --> 01:11:32.360]  Anyway,
[01:11:32.360 --> 01:11:33.660] �� elevated
[01:11:33.660 --> 01:11:35.660]  na sam writer.
[01:11:35.660 --> 01:12:05.640]  Dzień dobry.
[01:12:05.660 --> 01:12:35.640]  Dzień dobry.
[01:12:35.660 --> 01:12:38.440]  To jest drożdżówka, to jest słodka bułka.
[01:12:38.760 --> 01:12:40.700]  Ale ja wam pokażę, oczywiście.
[01:12:42.500 --> 01:12:43.740]  Słodka bułka.
[01:12:44.440 --> 01:12:44.500]  Tak?
[01:12:45.040 --> 01:12:45.900]  Słodka bułka.
[01:12:47.660 --> 01:12:52.720]  To wygląda dziwne.
[01:12:53.040 --> 01:12:53.880]  Tak, to wygląda dziwne.
[01:12:53.880 --> 01:12:54.880]  Tak, to wygląda dziwne.
[01:12:58.840 --> 01:13:05.000]  To było fajne wideo
[01:13:05.000 --> 01:13:05.640]  o korytarzu.
[01:13:05.660 --> 01:13:35.640]  To było fajne wideo o korytarzu.
[01:13:35.660 --> 01:13:40.960]  No, czasami memes w językach słowiańskich
[01:13:40.960 --> 01:13:42.480]  nie mają sensu.
[01:13:42.480 --> 01:13:43.040]  Na przykład,
[01:13:43.560 --> 01:13:45.840]  wiem, że to wygląda dziwne,
[01:13:46.020 --> 01:13:47.200]  wygląda naprawdę dziwne,
[01:13:47.320 --> 01:13:49.880]  ale jest tak, że
[01:13:49.880 --> 01:13:51.660]  kilka moich przyjaciół, którzy są Ukraińczykami,
[01:13:52.300 --> 01:13:53.500]  ale mogą mówić rosyjskie,
[01:13:53.620 --> 01:13:55.000]  są meme'ami.
[01:13:55.720 --> 01:13:57.720]  I jest taki chłopak, który filmuje
[01:13:57.720 --> 01:13:59.580]  korytarz, i on
[01:13:59.580 --> 01:14:01.880]  próbuje przetestować, czy korytarz
[01:14:01.880 --> 01:14:02.100]  może
[01:14:02.100 --> 01:14:02.900]  a
[01:14:02.900 --> 01:14:03.220]  a
[01:14:03.220 --> 01:14:04.100]  a
[01:14:04.100 --> 01:14:05.100]  a
[01:14:05.100 --> 01:14:05.500]  a
[01:14:05.500 --> 01:14:05.520]  a
[01:14:05.520 --> 01:14:05.540]  a
[01:14:05.540 --> 01:14:05.640]  a
[01:14:06.000 --> 01:14:06.660]  jak on leci do domu,
[01:14:06.660 --> 01:14:08.940]  uwagę w Ruby pontos.
[01:14:08.940 --> 01:14:09.240]  o typu
[01:14:09.240 --> 01:14:10.920]  o, naprawdę?
[01:14:10.920 --> 01:14:11.600]  Tak.
[01:14:11.600 --> 01:14:12.640]  Tak, to jest tylko
[01:14:13.100 --> 01:14:15.600]  ?
[01:14:15.600 --> 01:14:16.600]  tak.
[01:14:19.560 --> 01:14:21.520]  Zllożę coś, tanto do takiego
[01:14:21.520 --> 01:14:22.880]  the contexta
[01:14:22.880 --> 01:14:23.520]  i
[01:14:23.560 --> 01:14:25.860]  jest
[01:14:26.620 --> 01:14:28.620]  słaga.
[01:14:28.620 --> 01:14:30.700]  R Denise
[01:14:30.700 --> 01:14:31.080]  sobie
[01:14:31.080 --> 01:14:33.140]  runner
[01:14:33.140 --> 01:14:33.680]  tak
[01:14:33.680 --> 01:14:34.740]  syda fácil.
[01:14:34.740 --> 01:14:35.540]  Jeśli.
[01:14:35.540 --> 01:14:37.540]  To wygląda dobrze.
[01:14:37.540 --> 01:14:39.540]  Wydaje mi się, że tak.
[01:14:39.540 --> 01:14:46.540]  To coś, co trzeba wyciągnąć, więc wysłałam go do One Lion, ale nie sprawdziłam, czy jest w ogóle w opieki.
[01:14:46.540 --> 01:14:48.540]  O, to jest w opieki.
[01:14:48.540 --> 01:14:50.540]  To jest w opieki.
[01:14:50.540 --> 01:14:52.540]  To jest w opieki.
[01:14:52.540 --> 01:14:56.540]  Może to będzie automatycznie, ale...
[01:14:56.540 --> 01:14:58.540]  W angielsku powinno być...
[01:14:58.540 --> 01:15:00.540]  W obu językach?
[01:15:00.540 --> 01:15:02.540]  Może.
[01:15:05.540 --> 01:15:09.540]  Tak, czasami teksty nie są w opiekach.
[01:15:09.540 --> 01:15:11.540]  Ale to jest ogromny rozdział.
[01:15:11.540 --> 01:15:13.540]  Tak, to jest ogromny rozdział.
[01:15:13.540 --> 01:15:15.540]  To jest ogromny rozdział.
[01:15:15.540 --> 01:15:19.540]  Z pewnością zastanawiam się, jak ktoś z nich zje to wszystko.
[01:15:19.540 --> 01:15:21.540]  Bo nikt nie zje.
[01:15:21.540 --> 01:15:25.540]  Nie wiem dlaczego nie ma angielskiego.
[01:15:25.540 --> 01:15:28.540]  Tak, czasami EIA nie może zjeść.
[01:15:28.540 --> 01:15:30.540]  Tak, nie ma żadnych elementów.
[01:15:30.540 --> 01:15:32.540]  Nie robi to w ogóle.
[01:15:32.540 --> 01:15:34.540]  Tylko...
[01:15:34.540 --> 01:15:38.540]  Ale jeśli przetłumaczysz to do angielskiego, to wtedy widzisz, że nie ma.
[01:15:38.540 --> 01:15:41.540]  To jest ogromny problem, bo to jest w opieki.
[01:15:41.540 --> 01:15:44.540]  Może, może, szlifuj.
[01:15:51.540 --> 01:15:53.540]  Polski.
[01:15:53.540 --> 01:16:00.540]  Tak, jeśli oficjalnie zapewnią, że jest przetłumaczenie angielskiego do septembra.
[01:16:00.540 --> 01:16:02.540]  To nie jest w obu językach.
[01:16:02.540 --> 01:16:03.540]  To nie jest w obu językach.
[01:16:03.540 --> 01:16:06.540]  To jest w obu językach, bo używa się tego w ogóle.
[01:16:06.540 --> 01:16:08.540]  Tak, ale nie w tym.
[01:16:08.540 --> 01:16:09.540]  To jest w ogóle...
[01:16:09.540 --> 01:16:12.540]  Chyba pokażę tylko trochę.
[01:16:12.540 --> 01:16:14.540]  To było naprawdę szlifowane.
[01:16:14.540 --> 01:16:16.540]  Cześć, jestem Jenna.
[01:16:16.540 --> 01:16:18.540]  Witam na kanale One In Front.
[01:16:18.540 --> 01:16:20.540]  I w dzisiejszym filmie będziemy patrzeć na...
[01:16:20.540 --> 01:16:22.540]  O!
[01:16:22.540 --> 01:16:24.540]  O!
[01:16:24.540 --> 01:16:26.540]  O, jest!
[01:16:26.540 --> 01:16:28.540]  ...prawda.
[01:16:28.540 --> 01:16:31.540]  To coś jest wśród gałęzi i siedzi tam w długim...
[01:16:31.540 --> 01:16:33.540]  ...wezwanie brzmiało dramatycznie.
[01:16:33.540 --> 01:16:36.540]  Chyba finał interwencji był dramatycznie śmieszny.
[01:16:36.540 --> 01:16:38.540]  O, była bramowiczna.
[01:16:43.540 --> 01:16:45.540]  O, to jest bramowiczna.
[01:16:45.540 --> 01:16:48.540]  Szukamy kręgów obrończego Laguna.
[01:16:48.540 --> 01:16:53.540]  Niezborszy inspektorzy krakowskiego towarzystwa ubiegli nad zwierzętami na tropie potwora.
[01:16:53.540 --> 01:16:56.540]  A potwór na wzięcie czai i z góry łypie.
[01:16:56.540 --> 01:17:01.540]  Grubo, za drżały inspektorom ręce filmujące załamał się włos.
[01:17:01.540 --> 01:17:03.540]  O, to jest bramowiczna.
[01:17:03.540 --> 01:17:09.540]  Strach się bać, ale musieli tu przybyć, bo wezwanie mieszkanki bloku brzmiało dramatycznie.
[01:17:09.540 --> 01:17:13.540]  Ona mówi, siedzi od długim na drzewie, nie rusza się.
[01:17:13.540 --> 01:17:16.540]  Ludzie nie otwierają okien, bo boją się, że im to będzie trudne.
[01:17:16.540 --> 01:17:19.540]  Skroza, ale dzięki Bogu nie wlazło.
[01:17:19.540 --> 01:17:21.540]  Wciąż siedzi złowieszczo na psie.
[01:17:21.540 --> 01:17:23.540]  Zdefiniowała się ta kumpla.
[01:17:23.540 --> 01:17:29.540]  To byłoby trochę dziwne, gdybyś tylko otworzył swoje drzwi na jeden dobry dzień...
[01:17:29.540 --> 01:17:32.540]  ...i po prostu było to kumpla.
[01:17:32.540 --> 01:17:35.540]  To jest randomowy polski kumplar.
[01:17:35.540 --> 01:17:37.540]  Randomowy polski siedzący kumplar.
[01:17:37.540 --> 01:17:39.540]  O, kumplar.
[01:17:39.540 --> 01:17:40.540]  Kupmy.
[01:17:40.540 --> 01:17:41.540]  Kupmy.
[01:17:41.540 --> 01:17:42.540]  Daję wam.
[01:17:42.540 --> 01:17:43.540]  Daję.
[01:17:43.540 --> 01:17:44.540]  Kupmy.
[01:17:44.540 --> 01:17:45.540]  Kupmy.
[01:17:45.540 --> 01:17:47.540]  Jak to się tam skończyło?
[01:17:47.540 --> 01:17:51.540]  Z każdego miejsca, gdzie to się skończyło, to się skończyło.
[01:17:51.540 --> 01:17:52.540]  Tak.
[01:17:52.540 --> 01:17:53.540]  Tak, to jest bardzo typowe.
[01:17:53.540 --> 01:17:55.540]  To jest też kolejna kwestia.
[01:17:55.540 --> 01:17:58.540]  Tak, to jest bardzo typowa, identyczna sytuacja.
[01:17:58.540 --> 01:18:01.540]  Nie krasnoletka, a hulajnoga.
[01:18:01.540 --> 01:18:04.540]  Słyszeliście o hulajnogach na brudzie?
[01:18:04.540 --> 01:18:05.540]  Nie.
[01:18:05.540 --> 01:18:06.540]  Nie? W Krakowie?
[01:18:06.540 --> 01:18:08.540]  To był szok.
[01:18:08.540 --> 01:18:11.540]  To jest taki fun fact.
[01:18:11.540 --> 01:18:14.540]  Hulajnoga krachnął most.
[01:18:14.540 --> 01:18:17.540]  Jakoś pół roku temu pewnie.
[01:18:17.540 --> 01:18:18.540]  Ktoś tu włożył...
[01:18:18.540 --> 01:18:20.540]  O, wiem, wiem.
[01:18:20.540 --> 01:18:24.540]  Wiem, że ktoś włożył błot na górze.
[01:18:24.540 --> 01:18:26.540]  Jak? Jak?
[01:18:26.540 --> 01:18:27.540]  Nie wiem.
[01:18:27.540 --> 01:18:28.540]  Nie, nie.
[01:18:28.540 --> 01:18:30.540]  Ale on mówił, że to AI.
[01:18:30.540 --> 01:18:32.540]  Bo nie ma...
[01:18:32.540 --> 01:18:33.540]  To jest AI?
[01:18:33.540 --> 01:18:34.540]  Nie, to nie jest.
[01:18:34.540 --> 01:18:35.540]  Nie, to jest prawdziwe.
[01:18:35.540 --> 01:18:36.540]  Ale to nie jest.
[01:18:36.540 --> 01:18:37.540]  To jest, to jest...
[01:18:37.540 --> 01:18:38.540]  Jest lada.
[01:18:38.540 --> 01:18:39.540]  Może...
[01:18:39.540 --> 01:18:41.540]  Ale jak się skończy?
[01:18:41.540 --> 01:18:42.540]  Jak się skończy?
[01:18:42.540 --> 01:18:44.540]  I w dół z tą szkółką.
[01:18:44.540 --> 01:18:46.540]  40 metrów do dołu.
[01:18:46.540 --> 01:18:49.540]  Zgadza mi się, zgadza mi się, kiedy to widziałem.
[01:18:50.540 --> 01:18:51.540]  Kiedy to się stało?
[01:18:51.540 --> 01:18:53.540]  Pięć, trzy lata temu?
[01:18:54.540 --> 01:18:55.540]  Myślę.
[01:18:55.540 --> 01:18:56.540]  To?
[01:18:56.540 --> 01:18:57.540]  Tak.
[01:18:57.540 --> 01:18:58.540]  Pięć lat temu?
[01:18:58.540 --> 01:18:59.540]  Tak.
[01:18:59.540 --> 01:19:02.540]  Maksimum jeden rok, myślę, to...
[01:19:02.540 --> 01:19:03.540]  To...
[01:19:03.540 --> 01:19:04.540]  To nie starze.
[01:19:04.540 --> 01:19:05.540]  Ale tak, tak.
[01:19:05.540 --> 01:19:06.540]  To może też być.
[01:19:06.540 --> 01:19:07.540]  O, polski humor.
[01:19:07.540 --> 01:19:08.540]  Tak?
[01:19:08.540 --> 01:19:09.540]  Ale tak, pamiętam.
[01:19:09.540 --> 01:19:10.540]  Tak, tak.
[01:19:10.540 --> 01:19:11.540]  To jest...
[01:19:11.540 --> 01:19:12.540]  To jest...
[01:19:12.540 --> 01:19:13.540]  Coś, coś takiego.
[01:19:13.540 --> 01:19:14.540]  No dobrze.
[01:19:14.540 --> 01:19:15.540]  Okej.
[01:19:15.540 --> 01:19:18.540]  I dzisiaj macie też ode mnie materiały.
[01:19:18.540 --> 01:19:20.540]  Czasami wyczuwam coś na koniec.
[01:19:20.540 --> 01:19:22.540]  Jestem pewna, że to wiecie.
[01:19:22.540 --> 01:19:24.540]  Nasze kończenie tego materiału,
[01:19:24.540 --> 01:19:25.540]  to jest...
[01:19:25.540 --> 01:19:26.540]  To jest...
[01:19:26.540 --> 01:19:27.540]  To jest konekcja sześć.
[01:19:27.540 --> 01:19:28.540]  Możecie zajrzeć na ostatni, ostatni.
[01:19:28.540 --> 01:19:29.540]  Kolekcja sześć.
[01:19:29.540 --> 01:19:30.540]  Można zobaczyć.
[01:19:30.540 --> 01:19:31.540]  I na pierwszej, ostatniej pieszczadzie,
[01:19:31.540 --> 01:19:32.540]  na sześćdziesiąt,
[01:19:32.540 --> 01:19:33.540]  zobaczcie barwe czterki.
[01:19:33.540 --> 01:19:34.540]  Widzicie?
[01:19:34.540 --> 01:19:35.540]  Na końcu.
[01:19:35.540 --> 01:19:36.540]  Nie.
[01:19:36.540 --> 01:19:37.540]  Nie.
[01:19:37.540 --> 01:19:38.540]  Nie.
[01:19:38.540 --> 01:19:39.540]  Nie mam tego.
[01:19:39.540 --> 01:19:40.540]  Nie.
[01:19:40.540 --> 01:19:41.540]  Nie mam tej korekcji.
[01:19:41.540 --> 01:19:42.540]  O, pasakra.
[01:19:42.540 --> 01:19:43.540]  O, pasakra.
[01:19:43.540 --> 01:19:44.540]  Przepraszamy.
[01:19:44.540 --> 01:19:45.540]  Nie bądźcie uroczy.
[01:19:45.540 --> 01:19:46.540]  Będę Wam to dał na następny raz.
[01:19:46.540 --> 01:19:47.540]  Ale chciałabym tylko pokazać wam kilka kultur,
[01:19:47.540 --> 01:19:48.540]  które są bardzo ciekawe.
[01:19:48.540 --> 01:19:49.540]  Zobaczcie.
[01:19:49.540 --> 01:19:50.540]  Zobaczcie.
[01:19:50.540 --> 01:19:51.540]  Zobaczcie.
[01:19:55.540 --> 01:20:06.300]  Ok, do bory. I co tutaj jest? To jest taka sytuacja kultura, no nie? Znam Cię Pan Bleczny.
[01:20:06.300 --> 01:20:12.820]  Co to jest, u mnie tu jest w polskiej kulturze? U mnie tu jest, tam jest leko?
[01:20:12.820 --> 01:20:14.820]  Nie, obiad.
[01:20:14.820 --> 01:20:16.820]  Tam jest obiad. Jaki obiad?
[01:20:16.820 --> 01:20:22.320]  Jest obiad polski, polski domowy obiad.
[01:20:22.320 --> 01:20:26.320]  Tak, bardzo dobrze, polski domowy obiad.
[01:20:26.320 --> 01:20:34.320]  So if you would like to try something really, really homemade, handmade, homemade, tak, and with tasty quality, you're going for bar mleczny.
[01:20:34.320 --> 01:20:38.320]  But do they also sell milk? I mean, do they also give milk?
[01:20:38.320 --> 01:20:42.320]  Tak, no, tak, taki krefir, śmietana, something like that, tak.
[01:20:42.320 --> 01:20:52.320]  I bar mleczny to jest dobra opcja, kiedy planujemy redukować budżet.
[01:20:52.320 --> 01:20:56.320]  Bar mleczny to jest tania oferta, tak.
[01:20:56.320 --> 01:21:08.320]  No, this is not cheap bar mleczny, but, for example, Nowa Kuta ma taki bardzo typowy, bardzo popularny bar mleczny.
[01:21:08.320 --> 01:21:17.320]  I możecie jeść super jedzenie, tak, i tanio, niedrogo, tak.
[01:21:17.320 --> 01:21:20.320]  To jest, to jest...
[01:21:20.320 --> 01:21:21.320]  I will show you prices.
[01:21:21.320 --> 01:21:27.320]  I always showing this because it's really shocked how cheap can be still.
[01:21:27.320 --> 01:21:34.320]  I na przykład jest, co tutaj?
[01:21:34.320 --> 01:21:40.320]  Barszcz, barszcz czerwony 3 złote, 3 złote, tak.
[01:21:40.320 --> 01:21:43.320]  Żurek 5 złotych.
[01:21:43.320 --> 01:21:47.320]  Pierogi 6 złotych, tak.
[01:21:47.320 --> 01:21:50.320]  Naleśniki 5 złotych.
[01:21:50.320 --> 01:21:53.320]  5,56, tak.
[01:21:53.320 --> 01:21:56.320]  Co tam ekstra jest?
[01:21:56.320 --> 01:21:59.320]  Kotlet, filet, kurczak.
[01:21:59.320 --> 01:22:03.320]  I can see the others.
[01:22:03.320 --> 01:22:05.320]  It is kind of.
[01:22:05.320 --> 01:22:07.320]  O, o, o, o, może tak.
[01:22:07.320 --> 01:22:10.320]  Ziemniaki 3 złote, tak.
[01:22:10.320 --> 01:22:12.320]  I jest naprawdę bardzo dobre.
[01:22:12.320 --> 01:22:17.320]  To jest Nowa Kuta, trochę distance, tak, ale jest dobre.
[01:22:17.320 --> 01:22:19.320]  Taman Arena ma blisko.
[01:22:19.320 --> 01:22:21.320]  Jest dużo opcji.
[01:22:21.320 --> 01:22:28.320]  Centrum Krakowa rynek trochę drogie, ale generalnie Bary Mleczne super oferta, tak.
[01:22:28.320 --> 01:22:30.320]  Testowaliście? Próbowaliście?
[01:22:30.320 --> 01:22:32.320]  You tried?
[01:22:32.320 --> 01:22:36.320]  Not this one, not Nowa Kuta, but other places.
[01:22:36.320 --> 01:22:39.320]  I na inne, tak, inne miejsca. Super. I co, ok?
[01:22:39.320 --> 01:22:41.320]  I love, love it.
[01:22:41.320 --> 01:22:42.320]  Super.
[01:22:42.320 --> 01:22:44.320]  Taste smaczne i duże.
[01:22:44.320 --> 01:22:45.320]  I duże porcje.
[01:22:45.320 --> 01:22:46.320]  I tanie.
[01:22:46.320 --> 01:22:47.320]  Tak, i tanie, tak, to prawda.
[01:22:47.320 --> 01:22:48.320]  Ok.
[01:22:48.320 --> 01:22:50.320]  I coś ekstra.
[01:22:50.320 --> 01:22:54.320]  Co to jest informacja zamknięte?
[01:22:54.320 --> 01:22:55.320]  Closed.
[01:22:55.320 --> 01:22:57.320]  Closed, tak, zamknięte.
[01:22:57.320 --> 01:22:59.320]  A otwarte?
[01:22:59.320 --> 01:23:00.320]  Open.
[01:23:00.320 --> 01:23:01.320]  Open.
[01:23:01.320 --> 01:23:03.320]  I mamy informację od?
[01:23:03.320 --> 01:23:04.320]  From.
[01:23:04.320 --> 01:23:05.320]  From the detail.
[01:23:05.320 --> 01:23:08.320]  From 7 to 16.
[01:23:08.320 --> 01:23:09.320]  16.
[01:23:09.320 --> 01:23:11.320]  It will be our topic of course.
[01:23:11.320 --> 01:23:14.320]  Mamy też zestaw obiadowy.
[01:23:14.320 --> 01:23:16.320]  Zestaw, zestaw.
[01:23:16.320 --> 01:23:17.320]  Obiadowy.
[01:23:17.320 --> 01:23:18.320]  Obiad?
[01:23:18.320 --> 01:23:20.320]  Something related to lunch.
[01:23:20.320 --> 01:23:21.320]  Tak, tak, tak.
[01:23:21.320 --> 01:23:45.320]  Zestaw obiadowy to jest zwykle zupa plus opcja numer dwa, tak, na przykład naleśniki, pierogi, tak, plus sałatka albo kompot, sok, tak.
[01:23:45.320 --> 01:23:50.320]  To jest zestaw, taki pakiet, tak, pakiet, pakiet.
[01:23:50.320 --> 01:23:52.320]  To jest zestaw.
[01:23:52.320 --> 01:23:56.320]  Zestaw to też jest jak box, tak, zestaw obiadowy.
[01:23:56.320 --> 01:23:59.320]  17 zł to barweczny.
[01:23:59.320 --> 01:24:03.320]  I rezerwacja od 19.
[01:24:03.320 --> 01:24:05.320]  Rezerwacja od 19.
[01:24:05.320 --> 01:24:09.320]  Super, bardzo dobrze.
[01:24:09.320 --> 01:24:14.320]  I mamy sala dla niepalących.
[01:24:14.320 --> 01:24:33.320]  Sala dla niepalących.
[01:24:33.320 --> 01:24:34.320] 型.
[01:24:34.320 --> 01:24:35.320]  Smoking zone.
[01:24:35.320 --> 01:24:36.320]  Smoking zone.
[01:24:36.320 --> 01:24:37.320]  Super.
[01:24:37.320 --> 01:24:38.320]  Sala dla niepalących, it's zone not for smoking person, right?
[01:24:38.320 --> 01:24:39.320]  We have nie, but sala dla palących without no will be for our smoking zone.
[01:24:39.320 --> 01:24:40.320]  Sala dla palących.
[01:24:40.320 --> 01:24:41.320]  Sala dla palących.
[01:24:41.320 --> 01:24:42.320]  Przepraszam, sala.
[01:24:42.320 --> 01:24:43.320]  It's like a room.
[01:24:43.320 --> 01:24:45.320]  To jest po prostu dom.
[01:24:45.320 --> 01:24:50.320]  Tutaj możemy powiedzieć, że mamy klasę albo salę.
[01:24:50.320 --> 01:24:53.320]  Sala, klasa, synonim, albo...
[01:24:53.320 --> 01:24:59.320]  Jeśli będziemy chciały wyrazić zonę smogową,
[01:24:59.320 --> 01:25:02.320]  to będzie po polsku zona strefa.
[01:25:02.320 --> 01:25:04.320]  Strefa.
[01:25:04.320 --> 01:25:10.320]  Strefa dla palących.
[01:25:10.320 --> 01:25:13.320]  Dobrze, bardzo dobrze.
[01:25:13.320 --> 01:25:15.320]  Strefa dla palących.
[01:25:15.320 --> 01:25:20.320]  I finalna pozycja, toaleta nieczynna.
[01:25:20.320 --> 01:25:23.320]  Nie działa.
[01:25:23.320 --> 01:25:27.320]  I używamy synonimu czynna, nieczynna.
[01:25:27.320 --> 01:25:30.320]  To znaczy też otwarta i zamknięta.
[01:25:30.320 --> 01:25:32.320]  Na przykład, kiedy idziesz na aplikację,
[01:25:32.320 --> 01:25:34.320]  aplikację słoneczną albo inny miejscowy,
[01:25:34.320 --> 01:25:38.320]  i widzisz informację nieczynna, to znaczy zamknięta.
[01:25:38.320 --> 01:25:40.320]  Więc jest synonim.
[01:25:40.320 --> 01:25:45.320]  Nieczynna, zamknięta.
[01:25:45.320 --> 01:25:51.320]  Czynna, otwarta.
[01:25:51.320 --> 01:25:56.320]  You can change a little bit last letter because of the gender.
[01:25:56.320 --> 01:26:00.320]  Nieczynna, toaleta, apteka, restauracja.
[01:26:00.320 --> 01:26:05.320]  Nieczynny, hotel, motel, etc.
[01:26:05.320 --> 01:26:07.320]  It's up to gender.
[01:26:07.320 --> 01:26:09.320]  W porządku.
[01:26:10.320 --> 01:26:11.320]  Tak.
[01:26:11.320 --> 01:26:12.320]  Can I ask one question?
[01:26:12.320 --> 01:26:13.320]  Last one question.
[01:26:13.320 --> 01:26:17.320]  So how do you say, like I'm looking for the easiest way to say,
[01:26:17.320 --> 01:26:19.320]  can you repeat that slower?
[01:26:19.320 --> 01:26:21.320]  Can you repeat?
[01:26:21.320 --> 01:26:24.320]  Can you repeat that slower?
[01:26:24.320 --> 01:26:26.320]  Jak się mowy po polsku?
[01:26:26.320 --> 01:26:28.320]  Like the easiest way that I can say that.
[01:26:28.320 --> 01:26:30.320]  Tak, proszę.
[01:26:30.320 --> 01:26:32.320]  Tak, proszę mówić.
[01:26:32.320 --> 01:26:33.320]  Problem speech.
[01:26:33.320 --> 01:26:34.320]  Bolej.
[01:26:34.320 --> 01:26:35.320]  Tak, proszę mówić bolej.
[01:26:35.320 --> 01:26:36.320]  This is like, please speak slowly.
[01:26:36.320 --> 01:26:37.320]  Tak.
[01:26:37.320 --> 01:26:38.320]  Proszę powtórzyć.
[01:26:38.320 --> 01:26:39.320]  Proszę powtórzyć.
[01:26:39.320 --> 01:26:41.320]  Tak, please repeat slowly.
[01:26:41.320 --> 01:26:44.320]  Tak, więc odsądź, bo ty sędziesz zimki ma.
[01:26:44.320 --> 01:26:46.320]  Proszę powtórzyć.
[01:26:46.320 --> 01:26:47.320]  Powtórzyć.
[01:26:47.320 --> 01:26:48.320]  Wolniej.
[01:26:48.320 --> 01:26:49.320]  Wolniej.
[01:26:49.320 --> 01:26:50.320]  Tak.
[01:26:50.320 --> 01:26:54.320]  To jest taka simple opcja.
[01:26:54.320 --> 01:26:56.320]  Taka nieskomplikowana, krótka.
[01:26:56.320 --> 01:26:59.320]  Proszę mówić wolniej.
[01:26:59.320 --> 01:27:01.320]  Proszę powtórzyć wolniej.
[01:27:01.320 --> 01:27:02.320]  W porządku?
[01:27:02.320 --> 01:27:03.320]  Tak, tak, dziękuję.
[01:27:03.320 --> 01:27:05.320]  Ja też bardzo dziękuję.
[01:27:05.320 --> 01:27:07.320]  I mam mini zadanie domowe.
[01:27:07.320 --> 01:27:08.320]  Może być mini zadanie?
[01:27:08.320 --> 01:27:09.320]  Mini zadanie.
[01:27:09.320 --> 01:27:14.320]  So if you will find a bit of time, I will send you two games for practice.
[01:27:14.320 --> 01:27:18.320]  Some fruits, some vegetables, some products from our class today.
[01:27:18.320 --> 01:27:30.320]  But outside of that, maybe you can for example try yourself with a task which we have here.
[01:27:30.320 --> 01:27:32.320]  It will be .
[01:27:32.320 --> 01:27:34.320]  If you do.
[01:27:34.320 --> 01:27:35.320]  Yes.
[01:27:35.320 --> 01:27:36.320]  .
[01:27:36.320 --> 01:27:42.320]  I tu jest opcja .
[01:27:42.320 --> 01:27:43.320]  Tak.
[01:27:43.320 --> 01:27:44.320]  Jeść i pić.
[01:27:44.320 --> 01:27:45.320]  Tak.
[01:27:45.320 --> 01:27:46.320]  This is kind of revision.
[01:27:46.320 --> 01:27:47.320]  You can try.
[01:27:47.320 --> 01:27:50.320]  I .
[01:27:50.320 --> 01:27:55.320]  To jest, decydujemy jaka leksyka.
[01:27:55.320 --> 01:27:56.320]  Tak.
[01:27:56.320 --> 01:27:57.320]  Jaka leksyka.
[01:27:57.320 --> 01:27:59.320]  We have frame on the right side.
[01:27:59.320 --> 01:28:01.320]  You can choose some options.
[01:28:01.320 --> 01:28:05.320]  For example, pan Kowalski je na obiad potlet z frytkami.
[01:28:05.320 --> 01:28:06.320]  Tak.
[01:28:06.320 --> 01:28:08.320]  We can also choose .
[01:28:08.320 --> 01:28:11.320]  Proszę kurczaka z .
[01:28:11.320 --> 01:28:12.320]  Something.
[01:28:12.320 --> 01:28:19.320]  And here, because of the fact that all the time we have , we should activate.
[01:28:19.320 --> 01:28:21.320]  What kind of grammar?
[01:28:21.320 --> 01:28:23.320]  You know?
[01:28:23.320 --> 01:28:24.320]  You know?
[01:28:24.320 --> 01:28:26.320]  Instrumental.
[01:28:26.320 --> 01:28:27.320]  Nasz dędnik.
[01:28:27.320 --> 01:28:28.320]  Nasz dędnik.
[01:28:28.320 --> 01:28:29.320]  Nasz dędnik.
[01:28:29.320 --> 01:28:30.320]  Nasz dędnik.
[01:28:30.320 --> 01:28:31.320]  Nasz dędnik.
[01:28:31.320 --> 01:28:32.320]  Nasz dędnik.
[01:28:32.320 --> 01:28:33.320]  Internacjonalnie instrumental.
[01:28:33.320 --> 01:28:34.320]  So it will be.
[01:28:34.320 --> 01:28:35.320]  If we have .
[01:28:35.320 --> 01:28:37.320]  It will be A, mi, am, mi.
[01:28:37.320 --> 01:28:38.320]  It will be .
[01:28:38.320 --> 01:28:39.320]  It will be .
[01:28:39.320 --> 01:28:40.320]  Klem.
[01:28:40.320 --> 01:28:41.320]  Cukrem.
[01:28:41.320 --> 01:28:42.320]  A, .
[01:28:42.320 --> 01:28:43.320]  Margaryno.
[01:28:43.320 --> 01:28:44.320]  Tak?
[01:28:44.320 --> 01:28:45.320]  Herbato.
