[00:00.000 --> 00:02.000]  Inna opcja?
[01:22:28.040 --> 01:22:30.040]  Tramwaje.
[01:22:30.040 --> 01:22:33.040]  Tramwaje. To jest liczba mnoga.
[01:22:33.040 --> 01:22:34.040]  Aha.
[01:22:34.040 --> 01:22:40.040]  Trzecia osoba. Czyli one. Te tramwaje.
[01:22:40.040 --> 01:22:44.040]  Czy ty interesujesz się tramwajami?
[01:22:44.040 --> 01:22:47.040]  Are you interested in trams?
[01:22:47.040 --> 01:22:48.040]  Tak.
[01:22:48.040 --> 01:22:56.040]  Tak? Bardzo interesuje się...
[01:22:56.040 --> 01:22:58.040]  Czym?
[01:22:58.040 --> 01:22:59.040]  Z nami...
[01:22:59.040 --> 01:23:00.040]  Sorry.
[01:23:00.040 --> 01:23:02.040]  Nie, z nimi.
[01:23:02.040 --> 01:23:03.040]  Nimi.
[01:23:03.040 --> 01:23:05.040]  Interesuję się nimi.
[01:23:05.040 --> 01:23:07.040]  Nimi. Tak.
[01:23:07.040 --> 01:23:09.040]  Czy ty...
[01:23:09.040 --> 01:23:11.040]  Czym się przemieszam?
[01:23:11.040 --> 01:23:13.040]  Hmm...
[01:23:13.040 --> 01:23:16.040]  Podróże.
[01:23:16.040 --> 01:23:19.040]  Ok.
[01:23:19.040 --> 01:23:22.040]  Podróże. Tramwaje.
[01:23:22.040 --> 01:23:25.040]  Też liczba mnoga. Tak samo.
[01:23:25.040 --> 01:23:27.040]  I trzecia osoba.
[01:23:27.040 --> 01:23:30.040]  One. Te podróże.
[01:23:30.040 --> 01:23:32.040]  These tramwaje.
[01:23:32.040 --> 01:23:37.040]  Czy ty interesujesz się...
[01:23:37.040 --> 01:23:39.040]  Podróżami?
[01:23:39.040 --> 01:23:41.040]  Tak?
[01:23:41.040 --> 01:23:42.040]  Tak. Tak.
[01:23:42.040 --> 01:23:43.040]  Tak?
[01:23:43.040 --> 01:23:44.040]  Nimi.
[01:23:44.040 --> 01:23:45.040]  Nimi.
[01:23:45.040 --> 01:23:47.040]  I'm interested in them.
[01:23:47.040 --> 01:23:51.040]  Because podróże to jest trzecia osoba w liczbie mnogiej.
[01:23:51.040 --> 01:23:52.040]  Te podróże.
[01:23:52.040 --> 01:23:54.040]  Tak samo.
[01:23:54.040 --> 01:23:56.040]  Inwestycje.
[01:23:56.040 --> 01:23:58.040]  Te inwestycje.
[01:23:58.040 --> 01:24:01.040]  To też jest trzecia osoba...
[01:24:01.040 --> 01:24:04.040]  Inwestycje.
[01:24:04.040 --> 01:24:06.040]  To też jest liczba mnoga.
[01:24:06.040 --> 01:24:08.040]  Trzecia osoba.
[01:24:08.040 --> 01:24:10.040]  Czyli...
[01:24:10.040 --> 01:24:13.040]  Ja interesuję się...
[01:24:13.040 --> 01:24:15.040]  Czym?
[01:24:15.040 --> 01:24:18.040]  Interesuję się...
[01:24:18.040 --> 01:24:20.040]  Nimi.
[01:24:20.040 --> 01:24:21.040]  Nimi.
[01:24:21.040 --> 01:24:23.040]  Nimi.
[01:24:23.040 --> 01:24:24.040]  Rozumiemy?
[01:24:24.040 --> 01:24:25.040]  Tak.
[01:24:25.040 --> 01:24:26.040]  To też sens?
[01:24:26.040 --> 01:24:27.040]  Tak.
[01:24:27.040 --> 01:24:29.040]  Ok.
[01:24:29.040 --> 01:24:30.040]  Ok.
[01:24:30.040 --> 01:24:32.040]  Ok.
[01:24:32.040 --> 01:24:33.040]  Ok.
[01:24:33.040 --> 01:24:34.040]  Ok.
[01:24:34.040 --> 01:24:36.040]  Ok.
[01:24:36.040 --> 01:24:37.040]  Ok.
[01:24:37.040 --> 01:24:38.040]  Ok.
[01:24:38.040 --> 01:24:39.040]  Ok.
[01:24:39.040 --> 01:24:59.040]  Ok,
[01:24:59.040 --> 01:25:02.040]  Tak, oczywiście, że lubią z wami rozmawiać.
[01:25:02.040 --> 01:25:03.040]  Z nami.
[01:25:03.040 --> 01:25:04.040]  Z nami.
[01:25:04.040 --> 01:25:08.040]  Nie wiem, czy oni lubią z nami rozmawiać.
[01:25:14.040 --> 01:25:15.040]  Any questions?
[01:25:19.040 --> 01:25:20.040]  Ok.
[01:25:21.040 --> 01:25:22.040]  No dobrze.
[01:25:23.040 --> 01:25:24.040]  No to co teraz?
[01:25:24.040 --> 01:25:26.040]  Kończymy, tak? Kończymy.
[01:25:27.040 --> 01:25:28.040]  Dobra.
[01:25:29.040 --> 01:25:33.040]  Czyli zrobiliśmy pierwsze, zrobiliśmy czwarty i piąty.
[01:25:33.040 --> 01:25:34.040]  I teraz uwaga.
[01:25:35.040 --> 01:25:37.040]  Dziesiąt, czwartek.
[01:25:38.040 --> 01:25:40.040]  Mamy zajęcia we wtorek.
[01:25:40.040 --> 01:25:41.040]  Tak, chyba.
[01:25:41.040 --> 01:25:43.040]  To znaczy, bywa się.
[01:25:43.040 --> 01:25:44.040]  Ale nie wiem, czy ja też mam.
[01:25:44.040 --> 01:25:46.040]  Przepraszam, przepraszam, to było już tyle.
[01:25:46.040 --> 01:25:48.040]  So, you have class on Tuesday?
[01:25:48.040 --> 01:25:49.040]  Tak.
[01:25:49.040 --> 01:25:51.040]  I'm not sure if it's with me or with someone else.
[01:25:51.040 --> 01:25:53.040]  Probably with me, but I'm not sure.
[01:25:53.040 --> 01:25:54.040]  Ok.
[01:25:54.040 --> 01:25:55.040]  But...
[01:25:56.040 --> 01:25:57.040]  Zadanie.
[01:25:57.040 --> 01:25:58.040]  Zadanie do momentu.
[01:25:58.040 --> 01:25:59.040]  Ja mam...
[01:25:59.040 --> 01:26:00.040]  Bardzo lubię.
[01:26:00.040 --> 01:26:01.040]  Zadanie domowe.
[01:26:02.040 --> 01:26:03.040]  I love homework.
[01:26:03.040 --> 01:26:04.040]  I think it's pretty important.
[01:26:05.040 --> 01:26:06.040]  Uwaga.
[01:26:06.040 --> 01:26:07.040]  Zadanie trzy.
[01:26:08.040 --> 01:26:09.040]  Mamy tutaj...
[01:26:09.040 --> 01:26:10.040]  To jest powtórka.
[01:26:10.040 --> 01:26:11.040]  That's all the revision.
[01:26:11.040 --> 01:26:16.040]  So, we just want to revise it as best as possible and then close this chapter in our life.
[01:26:16.040 --> 01:26:17.040]  Ok?
[01:26:17.040 --> 01:26:18.040]  Czyli mamy tak.
[01:26:18.040 --> 01:26:20.040]  A, B, C, D.
[01:26:20.040 --> 01:26:27.040]  Czyli mamy na początku czasowniki, potem spotykać się z, spotykać.
[01:26:27.040 --> 01:26:29.040]  Ok?
[01:26:29.040 --> 01:26:32.040]  Potem iść, chodzić, jeździć.
[01:26:32.040 --> 01:26:37.040]  I na końcu umieć wiedzieć i znać.
[01:26:37.040 --> 01:26:43.040]  So, this homework is just a revision from all of this chapter with it.
[01:26:43.040 --> 01:26:47.040]  Oraz, uwaga, zadanie dwa.
[01:26:47.040 --> 01:26:50.040]  I to bardzo chciałam zobaczyć.
[01:26:50.040 --> 01:26:51.040]  Ok, ok.
[01:26:51.040 --> 01:26:52.040]  Homework...
[01:26:52.040 --> 01:26:53.040]  Homework...
[01:26:53.040 --> 01:26:54.040]  Przepraszam.
[01:26:54.040 --> 01:26:55.040]  Przepraszam.
[01:26:55.040 --> 01:26:56.040]  So, homework...
[01:26:56.040 --> 01:26:57.040]  Sz...
[01:26:57.040 --> 01:26:58.040]  Dwa i trzy.
[01:26:58.040 --> 01:26:59.040]  Całe trzy.
[01:26:59.040 --> 01:27:00.040]  I dwa.
[01:27:00.040 --> 01:27:01.040]  Uwaga.
[01:27:01.040 --> 01:27:02.040]  Proszę napisać krótki tekst.
[01:27:02.040 --> 01:27:03.040]  Please write a short text.
[01:27:03.040 --> 01:27:04.040]  Mój dzień.
[01:27:04.040 --> 01:27:05.040]  Przynajmniej dziesięć zdań.
[01:27:05.040 --> 01:27:06.040]  Minimum ten, ten sentence.
[01:27:06.040 --> 01:27:07.040]  Ok?
[01:27:07.040 --> 01:27:08.040]  Można użyć zwykle, często, rzadko.
[01:27:08.040 --> 01:27:09.040]  So, like how often.
[01:27:09.040 --> 01:27:10.040]  Rano, przed południem, w południe, wieczorem, w południu.
[01:27:10.040 --> 01:27:11.040]  I to jest południe, w południe, w południe, wieczorem, wieczorem, wieczorem.
[01:27:11.040 --> 01:27:12.040]  I to jest południe, w południe, wieczorem, wieczorem, wieczorem.
[01:27:12.040 --> 01:27:14.040]  So, what I did in the morning, afternoon, in the evening.
[01:27:14.040 --> 01:27:15.040]  Nothing, nothing.
[01:27:15.040 --> 01:27:16.040]  Tutaj mamy taki tekst.
[01:27:16.040 --> 01:27:17.040]  Można zobaczyć, nie przypisywać.
[01:27:17.040 --> 01:27:18.040]  Please don't copy, tak?
[01:27:18.040 --> 01:27:19.040]  To...
[01:27:19.040 --> 01:27:20.040]  To...
[01:27:20.040 --> 01:27:21.040]  To...
[01:27:21.040 --> 01:27:22.040]  To...
[01:27:22.040 --> 01:27:23.040]  To...
[01:27:23.040 --> 01:27:24.040]  To...
[01:27:24.040 --> 01:27:25.040]  To...
[01:27:25.040 --> 01:27:26.040]  To...
[01:27:26.040 --> 01:27:27.040]  To...
[01:27:27.040 --> 01:27:28.040]  To...
[01:27:28.040 --> 01:27:29.040]  To...
[01:27:29.040 --> 01:27:30.040]  To...
[01:27:30.040 --> 01:27:31.040]  To...
[01:27:31.040 --> 01:27:32.040]  To...
[01:27:32.040 --> 01:27:33.040]  To...
[01:27:33.040 --> 01:27:34.040]  To...
[01:27:34.040 --> 01:27:35.040]  To...
[01:27:35.040 --> 01:27:36.040]  To...
[01:27:36.040 --> 01:27:37.040]  To...
[01:27:37.040 --> 01:27:38.040]  To...
[01:27:38.040 --> 01:27:39.040]  To...
[01:27:39.040 --> 01:27:40.040]  To...
[01:27:40.040 --> 01:27:41.040]  To...
[01:27:41.040 --> 01:27:42.040]  To...
[01:27:42.040 --> 01:27:43.040]  To...
[01:27:43.040 --> 01:27:44.040]  To...
[01:27:44.040 --> 01:27:45.040]  To...
[01:27:45.040 --> 01:27:46.040]  To...
[01:27:46.040 --> 01:27:47.040]  To...
[01:27:47.040 --> 01:27:48.040]  To...
[01:27:48.040 --> 01:27:49.040]  To...
[01:27:49.040 --> 01:27:50.040]  To...
[01:27:50.040 --> 01:27:51.040]  To exactly everything.
[01:27:51.040 --> 01:27:52.040]  To...
[01:27:52.040 --> 01:27:53.040]  To...
[01:27:53.040 --> 01:27:54.040]  To...
[01:27:54.040 --> 01:27:55.040]  To...
[01:27:55.040 --> 01:27:56.040]  To...
[01:27:56.040 --> 01:27:57.040]  Tak, to jest fashioned.
[01:27:57.040 --> 01:27:58.040]  Cz petrolunion, tak?
[01:27:58.040 --> 01:27:59.880]  To jest pseudo
[01:27:59.880 --> 01:28:01.040] śmiec.
[01:28:01.040 --> 01:28:03.040]  To jakieś spotknięcia od cilia,
[01:28:03.040 --> 01:28:04.040]  to jest zrządowe.
[01:28:04.040 --> 01:28:05.040]  I o proch dunno,
[01:28:05.040 --> 01:28:06.040]  to zbrać thin drink
[01:28:06.040 --> 01:28:07.040]  to zbrać thin drink
[01:28:07.040 --> 01:28:08.040]  i lęk weather spoślec.
[01:28:08.040 --> 01:28:09.040]  i lęk weather spoślec.
[01:28:09.040 --> 01:28:10.040]  No?
[01:28:10.040 --> 01:28:12.040]  Dziękuję.
